Bmo_Pep Pra_Pep Bmo_Nscaff Bmo_Nscaff_Pep_Start Bmo_Nscaff_Pep_End Bmo_Chrom Bmo_Nscaf_Order_within_Chrom
BGIBMGA013138-PA pra118.14 nscaf3062 246056 262308 16 16.2
BGIBMGA013139-PA pra118.17 nscaf3062 297328 302601 16 16.2
BGIBMGA013140-PA pra118.19 nscaf3062 322482 325298 16 16.2
BGIBMGA013141-PA pra118.21 nscaf3062 331741 332545 16 16.2
BGIBMGA013142-PA pra118.25 nscaf3062 379950 399684 16 16.2
BGIBMGA013145-PA pra118.27 nscaf3062 448179 450407 16 16.2
BGIBMGA013146-PA pra118.29 nscaf3062 465839 468610 16 16.2
BGIBMGA013147-PA pra118.30 nscaf3062 470062 473467 16 16.2
BGIBMGA013148-PA pra118.52 nscaf3062 504278 505832 16 16.2
BGIBMGA013149-PA pra118.36 nscaf3062 551224 561283 16 16.2
BGIBMGA013150-PA pra118.38 nscaf3062 641988 643304 16 16.2
BGIBMGA013151-PA pra2623.4 nscaf3063 3703075 3718222 16 16.4
BGIBMGA013152-PA pra118.1 nscaf3063 3684050 3696168 16 16.4
BGIBMGA013156-PA pra1053.1 nscaf3063 3472875 3475227 16 16.4
BGIBMGA013158-PA pra7.5 nscaf3063 3096702 3097932 16 16.4
BGIBMGA013160-PA pra1436.1 nscaf3063 3048950 3049702 16 16.4
BGIBMGA013160-PA pra7.14 nscaf3063 3048950 3049702 16 16.4
BGIBMGA013160-PA pra7.16 nscaf3063 3048950 3049702 16 16.4
BGIBMGA013160-PA pra7.17 nscaf3063 3048950 3049702 16 16.4
BGIBMGA013163-PA pra51.21 nscaf3063 2953691 2960784 16 16.4
BGIBMGA013165-PA pra118.10 nscaf3063 2774912 2779175 16 16.4
BGIBMGA013166-PA pra111.38 nscaf3063 2722676 2726463 16 16.4
BGIBMGA013166-PA pra7.8 nscaf3063 2722676 2726463 16 16.4
BGIBMGA013168-PA pra51.13 nscaf3063 2275527 2294012 16 16.4
BGIBMGA013169-PA pra51.11 nscaf3063 2233709 2234344 16 16.4
BGIBMGA013170-PA pra51.9 nscaf3063 2221545 2225713 16 16.4
BGIBMGA013171-PA pra51.7 nscaf3063 2083207 2102041 16 16.4
BGIBMGA013173-PA pra51.6 nscaf3063 2024792 2044433 16 16.4
BGIBMGA013174-PA pra51.5 nscaf3063 1993740 1998555 16 16.4
BGIBMGA013176-PA pra51.22 nscaf3063 1948750 1957941 16 16.4
BGIBMGA013178-PA pra881.13 nscaf3063 1846177 1853523 16 16.4
BGIBMGA013179-PA pra4125.1 nscaf3063 1803178 1805797 16 16.4
BGIBMGA013180-PA pra4125.3 nscaf3063 1789507 1798517 16 16.4
BGIBMGA013182-PA pra4125.6 nscaf3063 1746507 1747109 16 16.4
BGIBMGA013184-PA pra1593.6 nscaf3063 1574367 1578789 16 16.4
BGIBMGA013185-PA pra1593.9 nscaf3063 1497071 1499925 16 16.4
BGIBMGA013187-PA pra1105.9 nscaf3063 1481418 1486276 16 16.4
BGIBMGA013187-PA pra1593.11 nscaf3063 1481418 1486276 16 16.4
BGIBMGA013188-PA pra2933.8 nscaf3063 1276282 1282964 16 16.4
BGIBMGA013190-PA pra1105.6 nscaf3063 1240195 1243912 16 16.4
BGIBMGA013191-PA pra1105.7 nscaf3063 1208069 1213408 16 16.4
BGIBMGA013199-PA pra7.11 nscaf3063 269997 273802 16 16.4
BGIBMGA013200-PA pra7.10 nscaf3063 259815 263605 16 16.4
BGIBMGA013201-PA pra51.1 nscaf3063 222114 231737 16 16.4
BGIBMGA013202-PA pra51.3 nscaf3063 182616 185662 16 16.4
BGIBMGA013204-PA pra51.16 nscaf3063 157842 161425 16 16.4
BGIBMGA013215-PA pra51.18 nscaf3063 147495 155114 16 16.4
BGIBMGA013218-PA pra51.2 nscaf3063 202381 219237 16 16.4
BGIBMGA013221-PA pra1436.2 nscaf3063 1025637 1029678 16 16.4
BGIBMGA013222-PA pra1436.3 nscaf3063 1052241 1057521 16 16.4
BGIBMGA013223-PA pra1264.1 nscaf3063 1188237 1193004 16 16.4
BGIBMGA013226-PA pra1105.5 nscaf3063 1246316 1249102 16 16.4
BGIBMGA013227-PA pra1105.4 nscaf3063 1253197 1265490 16 16.4
BGIBMGA013228-PA pra1105.3 nscaf3063 1371939 1392737 16 16.4
BGIBMGA013229-PA pra1105.2 nscaf3063 1398473 1407310 16 16.4
BGIBMGA013230-PA pra1105.1 nscaf3063 1415081 1426140 16 16.4
BGIBMGA013232-PA pra1593.10 nscaf3063 1487047 1487559 16 16.4
BGIBMGA013233-PA pra1593.8 nscaf3063 1508944 1520508 16 16.4
BGIBMGA013235-PA pra1593.7 nscaf3063 1544816 1564598 16 16.4
BGIBMGA013236-PA pra499.11 nscaf3063 1596046 1599190 16 16.4
BGIBMGA013237-PA pra212.21 nscaf3063 1606752 1609201 16 16.4
BGIBMGA013237-PA pra499.8 nscaf3063 1606752 1609201 16 16.4
BGIBMGA013241-PA pra1593.1 nscaf3063 1664775 1666777 16 16.4
BGIBMGA013241-PA pra1593.2 nscaf3063 1664775 1666777 16 16.4
BGIBMGA013241-PA pra1593.3 nscaf3063 1664775 1666777 16 16.4
BGIBMGA013241-PA pra1593.4 nscaf3063 1664775 1666777 16 16.4
BGIBMGA013241-PA pra499.10 nscaf3063 1664775 1666777 16 16.4
BGIBMGA013241-PA pra499.4 nscaf3063 1664775 1666777 16 16.4
BGIBMGA013241-PA pra499.5 nscaf3063 1664775 1666777 16 16.4
BGIBMGA013241-PA pra499.7 nscaf3063 1664775 1666777 16 16.4
BGIBMGA013241-PA pra589.24 nscaf3063 1664775 1666777 16 16.4
BGIBMGA013242-PA pra10831.1 nscaf3063 1721025 1739556 16 16.4
BGIBMGA013242-PA pra4125.7 nscaf3063 1721025 1739556 16 16.4
BGIBMGA013243-PA pra4125.5 nscaf3063 1747611 1749654 16 16.4
BGIBMGA013244-PA pra4125.2 nscaf3063 1800040 1802299 16 16.4
BGIBMGA013245-PA pra881.14 nscaf3063 1821113 1830342 16 16.4
BGIBMGA013247-PA pra51.4 nscaf3063 1988234 1991486 16 16.4
BGIBMGA013250-PA pra51.8 nscaf3063 2192226 2206782 16 16.4
BGIBMGA013252-PA pra51.10 nscaf3063 2231620 2233326 16 16.4
BGIBMGA013254-PA pra51.12 nscaf3063 2260540 2267137 16 16.4
BGIBMGA013255-PA pra51.14 nscaf3063 2295538 2301289 16 16.4
BGIBMGA013258-PA pra51.15 nscaf3063 2685689 2703980 16 16.4
BGIBMGA013259-PA pra7.7 nscaf3063 2715391 2719272 16 16.4
BGIBMGA013260-PA pra7.18 nscaf3063 2733441 2740454 16 16.4
BGIBMGA013260-PA pra7.6 nscaf3063 2733441 2740454 16 16.4
BGIBMGA013262-PA pra118.9 nscaf3063 2755970 2760898 16 16.4
BGIBMGA013263-PA pra881.2 nscaf3063 2785190 2786227 16 16.4
BGIBMGA013264-PA pra881.1 nscaf3063 2790487 2791803 16 16.4
BGIBMGA013265-PA pra2623.2 nscaf3063 2891757 2892719 16 16.4
BGIBMGA013267-PA pra2623.3 nscaf3063 2919326 2926112 16 16.4
BGIBMGA013268-PA pra51.19 nscaf3063 2938834 2947728 16 16.4
BGIBMGA013270-PA pra1593.5 nscaf3063 3057112 3057864 16 16.4
BGIBMGA013272-PA pra7.4 nscaf3063 3068493 3076043 16 16.4
BGIBMGA013274-PA pra1040.1 nscaf3063 3161665 3180374 16 16.4
BGIBMGA013274-PA pra7.3 nscaf3063 3161665 3180374 16 16.4
BGIBMGA013276-PA pra7.1 nscaf3063 3256098 3269527 16 16.4
BGIBMGA013276-PA pra7.2 nscaf3063 3256098 3269527 16 16.4
BGIBMGA013283-PA pra118.2 nscaf3064 43966 48246 16 NA
BGIBMGA013287-PA pra118.5 nscaf3064 67567 76369 16 NA
BGIBMGA013288-PA pra118.7 nscaf3064 77764 79050 16 NA
BGIBMGA013289-PA pra1078.2 nscaf3066 1769189 1773273 24 24.2
BGIBMGA013290-PA pra1078.3 nscaf3066 1749840 1757887 24 24.2
BGIBMGA013290-PA pra216.4 nscaf3066 1749840 1757887 24 24.2
BGIBMGA013291-PA pra216.1 nscaf3066 1646016 1654601 24 24.2
BGIBMGA013293-PA pra1231.9 nscaf3066 964915 967550 24 24.2
BGIBMGA013295-PA pra1231.5 nscaf3066 913009 929625 24 24.2
BGIBMGA013295-PA pra1231.6 nscaf3066 913009 929625 24 24.2
BGIBMGA013295-PA pra1231.7 nscaf3066 913009 929625 24 24.2
BGIBMGA013295-PA pra1231.8 nscaf3066 913009 929625 24 24.2
BGIBMGA013295-PA pra4044.1 nscaf3066 913009 929625 24 24.2
BGIBMGA013296-PA pra1231.2 nscaf3066 856804 867402 24 24.2
BGIBMGA013297-PA pra1231.1 nscaf3066 731619 802042 24 24.2
BGIBMGA013297-PA pra2215.2 nscaf3066 731619 802042 24 24.2
BGIBMGA013299-PA pra1370.7 nscaf3066 611513 626309 24 24.2
BGIBMGA013299-PA pra173.38 nscaf3066 611513 626309 24 24.2
BGIBMGA013299-PA pra775.8 nscaf3066 611513 626309 24 24.2
BGIBMGA013300-PA pra1370.8 nscaf3066 600060 601618 24 24.2
BGIBMGA013305-PA pra1370.5 nscaf3066 665028 671824 24 24.2
BGIBMGA013308-PA pra1078.1 nscaf3066 1105622 1112956 24 24.2
BGIBMGA013310-PA pra2796.1 nscaf3066 1501226 1503780 24 24.2
BGIBMGA013311-PA pra216.5 nscaf3066 1920388 1921221 24 24.2
BGIBMGA013311-PA pra41319.31 nscaf3066 1920388 1921221 24 24.2
BGIBMGA013313-PA pra216.6 nscaf3066 1997103 2009252 24 24.2
BGIBMGA013317-PA pra837.11 nscaf3068 171541 188978 1 1.3
BGIBMGA013318-PA pra837.12 nscaf3068 159929 164886 1 1.3
BGIBMGA013320-PA pra837.15 nscaf3068 128483 137735 1 1.3
BGIBMGA013322-PA pra837.18 nscaf3068 72877 89382 1 1.3
BGIBMGA013323-PA pra837.21 nscaf3068 42110 42889 1 1.3
BGIBMGA013324-PA pra837.22 nscaf3068 22987 28403 1 1.3
BGIBMGA013325-PA pra837.19 nscaf3068 54939 62263 1 1.3
BGIBMGA013328-PA pra837.13 nscaf3068 151790 157433 1 1.3
BGIBMGA013330-PA pra837.9 nscaf3068 216549 217556 1 1.3
BGIBMGA013333-PA pra41369.1 nscaf3068 380490 385418 1 1.3
BGIBMGA013333-PA pra64.54 nscaf3068 380490 385418 1 1.3
BGIBMGA013333-PA pra801.3 nscaf3068 380490 385418 1 1.3
BGIBMGA013333-PA pra841.2 nscaf3068 380490 385418 1 1.3
BGIBMGA013336-PA pra1156.3 nscaf3069 126869 143854 2 NA
BGIBMGA013336-PA pra513.20 nscaf3069 126869 143854 2 NA
BGIBMGA013337-PA pra837.23 nscaf3070 68691 69505 U NA
BGIBMGA013339-PA pra309.9 nscaf3070 16026 21908 U NA
BGIBMGA013340-PA pra513.18 nscaf3070 8451 12057 U NA
BGIBMGA013342-PA pra133.6 nscaf3071 739110 772553 27 27.1
BGIBMGA013342-PA pra18537.1 nscaf3071 739110 772553 27 27.1
BGIBMGA013343-PA pra133.1 nscaf3071 514627 536059 27 27.1
BGIBMGA013347-PA pra1598.28 nscaf3071 400687 403432 27 27.1
BGIBMGA013348-PA pra1598.3 nscaf3071 385933 391864 27 27.1
BGIBMGA013349-PA pra1598.5 nscaf3071 354489 361612 27 27.1
BGIBMGA013351-PA pra1598.10 nscaf3071 327954 329778 27 27.1
BGIBMGA013352-PA pra1598.11 nscaf3071 246453 261465 27 27.1
BGIBMGA013353-PA pra1598.12 nscaf3071 230713 231618 27 27.1
BGIBMGA013354-PA pra219.20 nscaf3071 218558 222404 27 27.1
BGIBMGA013355-PA pra219.19 nscaf3071 208693 209811 27 27.1
BGIBMGA013357-PA pra219.18 nscaf3071 89557 90519 27 27.1
BGIBMGA013358-PA pra1907.2 nscaf3071 51173 58777 27 27.1
BGIBMGA013358-PA pra219.17 nscaf3071 51173 58777 27 27.1
BGIBMGA013363-PA pra1598.9 nscaf3071 335215 345837 27 27.1
BGIBMGA013364-PA pra1598.7 nscaf3071 348276 349803 27 27.1
BGIBMGA013364-PA pra1598.8 nscaf3071 348276 349803 27 27.1
BGIBMGA013365-PA pra1598.4 nscaf3071 373666 378457 27 27.1
BGIBMGA013366-PA pra1598.2 nscaf3071 392672 393319 27 27.1
BGIBMGA013367-PA pra1399.2 nscaf3071 445744 446262 27 27.1
BGIBMGA013368-PA pra133.2 nscaf3071 541410 574886 27 27.1
BGIBMGA013369-PA pra133.3 nscaf3071 602631 625150 27 27.1
BGIBMGA013371-PA pra133.4 nscaf3071 640677 641881 27 27.1
BGIBMGA013375-PA pra133.5 nscaf3071 703988 731853 27 27.1
BGIBMGA013376-PA pra765.22 nscaf3072 2745765 2765253 27 27.3
BGIBMGA013376-PA pra765.23 nscaf3072 2745765 2765253 27 27.3
BGIBMGA013378-PA pra554.3 nscaf3072 2575267 2588508 27 27.3
BGIBMGA013380-PA pra554.5 nscaf3072 2482787 2508877 27 27.3
BGIBMGA013381-PA pra554.7 nscaf3072 2463502 2467840 27 27.3
BGIBMGA013382-PA pra554.9 nscaf3072 2123233 2133417 27 27.3
BGIBMGA013383-PA pra133.11 nscaf3072 1893852 1900315 27 27.3
BGIBMGA013383-PA pra554.11 nscaf3072 1893852 1900315 27 27.3
BGIBMGA013383-PA pra841.1 nscaf3072 1893852 1900315 27 27.3
BGIBMGA013385-PA pra554.14 nscaf3072 1697859 1705030 27 27.3
BGIBMGA013387-PA pra554.16 nscaf3072 1593347 1597337 27 27.3
BGIBMGA013390-PA pra219.1 nscaf3072 1404321 1404863 27 27.3
BGIBMGA013391-PA pra430.43 nscaf3072 1278203 1278967 27 27.3
BGIBMGA013392-PA pra219.5 nscaf3072 1139520 1200403 27 27.3
BGIBMGA013393-PA pra219.8 nscaf3072 1123546 1126586 27 27.3
BGIBMGA013394-PA pra219.6 nscaf3072 1030112 1045110 27 27.3
BGIBMGA013398-PA pra219.10 nscaf3072 924359 935938 27 27.3
BGIBMGA013398-PA pra22942.1 nscaf3072 924359 935938 27 27.3
BGIBMGA013400-PA pra219.12 nscaf3072 781280 801116 27 27.3
BGIBMGA013402-PA pra219.14 nscaf3072 628195 628437 27 27.3
BGIBMGA013403-PA pra1598.1 nscaf3072 582722 626136 27 27.3
BGIBMGA013403-PA pra219.15 nscaf3072 582722 626136 27 27.3
BGIBMGA013405-PA pra133.12 nscaf3072 239388 244336 27 27.3
BGIBMGA013406-PA pra133.9 nscaf3072 28816 29442 27 27.3
BGIBMGA013407-PA pra133.10 nscaf3072 48059 62392 27 27.3
BGIBMGA013409-PA pra219.16 nscaf3072 578001 578468 27 27.3
BGIBMGA013410-PA pra219.13 nscaf3072 708595 730959 27 27.3
BGIBMGA013411-PA pra1159.7 nscaf3072 732009 732656 27 27.3
BGIBMGA013412-PA pra219.11 nscaf3072 906894 914182 27 27.3
BGIBMGA013413-PA pra219.9 nscaf3072 975648 977719 27 27.3
BGIBMGA013415-PA pra219.7 nscaf3072 1069126 1117394 27 27.3
BGIBMGA013417-PA pra219.2 nscaf3072 1364606 1372536 27 27.3
BGIBMGA013421-PA pra554.8 nscaf3072 2451469 2452759 27 27.3
BGIBMGA013422-PA pra554.6 nscaf3072 2474957 2477477 27 27.3
BGIBMGA013423-PA pra554.4 nscaf3072 2525028 2563582 27 27.3
BGIBMGA013425-PA pra538.25 nscaf3072 2600822 2604881 27 27.3
BGIBMGA013425-PA pra554.2 nscaf3072 2600822 2604881 27 27.3
BGIBMGA013427-PA pra72.48 nscaf3072 2671043 2727433 27 27.3
BGIBMGA013427-PA pra765.1 nscaf3072 2671043 2727433 27 27.3
BGIBMGA013427-PA pra765.21 nscaf3072 2671043 2727433 27 27.3
BGIBMGA013429-PA pra146.47 nscaf3074 895175 902011 6 6.1
BGIBMGA013431-PA pra146.43 nscaf3074 707724 730662 6 6.1
BGIBMGA013435-PA pra146.50 nscaf3074 623070 638422 6 6.1
BGIBMGA013437-PA pra2773.6 nscaf3074 561016 575966 6 6.1
BGIBMGA013440-PA pra2773.3 nscaf3074 499325 499771 6 6.1
BGIBMGA013442-PA pra1430.4 nscaf3074 453044 476492 6 6.1
BGIBMGA013442-PA pra2773.1 nscaf3074 453044 476492 6 6.1
BGIBMGA013442-PA pra2773.2 nscaf3074 453044 476492 6 6.1
BGIBMGA013446-PA pra41604.3 nscaf3074 234214 251824 6 6.1
BGIBMGA013447-PA pra41604.5 nscaf3074 210916 218817 6 6.1
BGIBMGA013448-PA pra41604.6 nscaf3074 181646 188437 6 6.1
BGIBMGA013449-PA pra41604.7 nscaf3074 177476 178865 6 6.1
BGIBMGA013450-PA pra41604.8 nscaf3074 159749 172308 6 6.1
BGIBMGA013451-PA pra41604.10 nscaf3074 143569 145785 6 6.1
BGIBMGA013452-PA pra41604.12 nscaf3074 84671 92927 6 6.1
BGIBMGA013453-PA pra206.13 nscaf3074 34260 39995 6 6.1
BGIBMGA013453-PA pra926.2 nscaf3074 34260 39995 6 6.1
BGIBMGA013454-PA pra926.3 nscaf3074 26148 30571 6 6.1
BGIBMGA013457-PA pra146.42 nscaf3074 1658 10998 6 6.1
BGIBMGA013460-PA pra41374.1 nscaf3074 66777 74618 6 6.1
BGIBMGA013462-PA pra41604.11 nscaf3074 118847 140732 6 6.1
BGIBMGA013463-PA pra41604.9 nscaf3074 146991 151388 6 6.1
BGIBMGA013464-PA pra41604.4 nscaf3074 225809 228153 6 6.1
BGIBMGA013465-PA pra41604.2 nscaf3074 256243 281024 6 6.1
BGIBMGA013466-PA pra1430.1 nscaf3074 391053 392855 6 6.1
BGIBMGA013466-PA pra442.2 nscaf3074 391053 392855 6 6.1
BGIBMGA013468-PA pra1430.2 nscaf3074 434616 444226 6 6.1
BGIBMGA013468-PA pra1430.3 nscaf3074 434616 444226 6 6.1
BGIBMGA013469-PA pra2773.4 nscaf3074 502777 503580 6 6.1
BGIBMGA013470-PA pra2773.5 nscaf3074 506358 507329 6 6.1
BGIBMGA013473-PA pra146.45 nscaf3074 831423 838637 6 6.1
BGIBMGA013476-PA pra146.46 nscaf3074 885188 888185 6 6.1
BGIBMGA013477-PA pra146.48 nscaf3074 949270 952552 6 6.1
BGIBMGA013478-PA pra1428.33 nscaf3075 1290675 1302878 5 5.2
BGIBMGA013479-PA pra1428.39 nscaf3075 1074746 1083885 5 5.2
BGIBMGA013480-PA pra284.48 nscaf3075 1030842 1040626 5 5.2
BGIBMGA013481-PA pra284.47 nscaf3075 1022349 1029747 5 5.2
BGIBMGA013482-PA pra284.45 nscaf3075 969015 996451 5 5.2
BGIBMGA013484-PA pra284.43 nscaf3075 947924 949209 5 5.2
BGIBMGA013485-PA pra284.39 nscaf3075 827184 849062 5 5.2
BGIBMGA013486-PA pra284.37 nscaf3075 818036 819692 5 5.2
BGIBMGA013489-PA pra284.30 nscaf3075 439176 445609 5 5.2
BGIBMGA013491-PA pra284.29 nscaf3075 427889 430655 5 5.2
BGIBMGA013492-PA pra284.26 nscaf3075 274683 278581 5 5.2
BGIBMGA013493-PA pra284.23 nscaf3075 255196 257237 5 5.2
BGIBMGA013494-PA pra284.22 nscaf3075 250667 252914 5 5.2
BGIBMGA013494-PA pra5373.1 nscaf3075 250667 252914 5 5.2
BGIBMGA013495-PA pra284.20 nscaf3075 243926 246639 5 5.2
BGIBMGA013496-PA pra284.18 nscaf3075 195243 203838 5 5.2
BGIBMGA013498-PA pra284.15 nscaf3075 178653 185994 5 5.2
BGIBMGA013499-PA pra284.10 nscaf3075 158526 163228 5 5.2
BGIBMGA013500-PA pra284.12 nscaf3075 138898 144208 5 5.2
BGIBMGA013501-PA pra284.9 nscaf3075 112024 132770 5 5.2
BGIBMGA013502-PA pra284.7 nscaf3075 69309 87524 5 5.2
BGIBMGA013503-PA pra284.5 nscaf3075 63770 64924 5 5.2
BGIBMGA013504-PA pra284.3 nscaf3075 55953 58258 5 5.2
BGIBMGA013505-PA pra284.4 nscaf3075 62725 63197 5 5.2
BGIBMGA013506-PA pra284.6 nscaf3075 65944 67922 5 5.2
BGIBMGA013507-PA pra284.8 nscaf3075 89269 107292 5 5.2
BGIBMGA013508-PA pra284.13 nscaf3075 134104 136606 5 5.2
BGIBMGA013509-PA pra284.11 nscaf3075 148641 153542 5 5.2
BGIBMGA013510-PA pra284.14 nscaf3075 164815 173519 5 5.2
BGIBMGA013511-PA pra212.5 nscaf3075 186350 186944 5 5.2
BGIBMGA013511-PA pra284.16 nscaf3075 186350 186944 5 5.2
BGIBMGA013512-PA pra284.17 nscaf3075 204991 240791 5 5.2
BGIBMGA013513-PA pra284.19 nscaf3075 242609 243807 5 5.2
BGIBMGA013514-PA pra284.21 nscaf3075 248401 250424 5 5.2
BGIBMGA013515-PA pra284.24 nscaf3075 259150 262168 5 5.2
BGIBMGA013516-PA pra284.25 nscaf3075 269203 272039 5 5.2
BGIBMGA013517-PA pra284.27 nscaf3075 286580 292355 5 5.2
BGIBMGA013521-PA pra284.28 nscaf3075 417689 426092 5 5.2
BGIBMGA013524-PA pra284.31 nscaf3075 523962 525550 5 5.2
BGIBMGA013526-PA pra116.48 nscaf3075 545626 546304 5 5.2
BGIBMGA013529-PA pra284.35 nscaf3075 640965 651516 5 5.2
BGIBMGA013530-PA pra284.50 nscaf3075 700341 705129 5 5.2
BGIBMGA013531-PA pra284.36 nscaf3075 753438 814599 5 5.2
BGIBMGA013531-PA pra284.51 nscaf3075 753438 814599 5 5.2
BGIBMGA013532-PA pra284.38 nscaf3075 820368 822637 5 5.2
BGIBMGA013532-PA pra284.52 nscaf3075 820368 822637 5 5.2
BGIBMGA013533-PA pra284.40 nscaf3075 891809 904199 5 5.2
BGIBMGA013534-PA pra284.41 nscaf3075 927568 931683 5 5.2
BGIBMGA013535-PA pra284.42 nscaf3075 932463 946708 5 5.2
BGIBMGA013536-PA pra284.44 nscaf3075 951709 952998 5 5.2
BGIBMGA013537-PA pra284.46 nscaf3075 1006844 1011599 5 5.2
BGIBMGA013538-PA pra1428.37 nscaf3075 1185603 1195291 5 5.2
BGIBMGA013539-PA pra1428.36 nscaf3075 1204406 1206770 5 5.2
BGIBMGA013540-PA pra1428.34 nscaf3075 1280285 1286906 5 5.2
BGIBMGA013542-PA pra394.14 nscaf3076 42076 44639 5 NA
BGIBMGA013543-PA pra1428.32 nscaf3076 18175 18860 5 NA
BGIBMGA013543-PA pra365.32 nscaf3076 18175 18860 5 NA
BGIBMGA013544-PA pra394.15 nscaf3076 26826 39728 5 NA
BGIBMGA013545-PA pra394.13 nscaf3076 59355 59858 5 NA
BGIBMGA013546-PA pra394.12 nscaf3076 62680 74443 5 NA
BGIBMGA013548-PA pra1006.11 nscaf3077 11114 23221 U 129
BGIBMGA013550-PA pra117.15 nscaf3078 393557 394300 4 4.3
BGIBMGA013551-PA pra117.11 nscaf3078 362821 363513 4 4.3
BGIBMGA013553-PA pra117.9 nscaf3078 341031 346317 4 4.3
BGIBMGA013553-PA pra41.5 nscaf3078 341031 346317 4 4.3
BGIBMGA013554-PA pra117.8 nscaf3078 330284 331186 4 4.3
BGIBMGA013556-PA pra117.7 nscaf3078 263058 281205 4 4.3
BGIBMGA013557-PA pra117.6 nscaf3078 239540 240806 4 4.3
BGIBMGA013559-PA pra517.2 nscaf3078 19317 20927 4 4.3
BGIBMGA013561-PA pra517.1 nscaf3078 37489 38518 4 4.3
BGIBMGA013563-PA pra117.3 nscaf3078 187064 201407 4 4.3
BGIBMGA013564-PA pra117.4 nscaf3078 205108 208716 4 4.3
BGIBMGA013565-PA pra117.5 nscaf3078 214401 237058 4 4.3
BGIBMGA013566-PA pra117.10 nscaf3078 359732 361109 4 4.3
BGIBMGA013567-PA pra117.12 nscaf3078 373385 376178 4 4.3
BGIBMGA013568-PA pra117.16 nscaf3078 404693 405165 4 4.3
BGIBMGA013572-PA pra146.40 nscaf3079 1574622 1586085 6 6.2
BGIBMGA013573-PA pra146.38 nscaf3079 1466831 1507949 6 6.2
BGIBMGA013574-PA pra146.34 nscaf3079 1285994 1297360 6 6.2
BGIBMGA013576-PA pra146.31 nscaf3079 1157458 1171433 6 6.2
BGIBMGA013576-PA pra146.49 nscaf3079 1157458 1171433 6 6.2
BGIBMGA013578-PA pra146.1 nscaf3079 1076176 1081485 6 6.2
BGIBMGA013579-PA pra146.2 nscaf3079 1057976 1060955 6 6.2
BGIBMGA013580-PA pra146.4 nscaf3079 978040 998734 6 6.2
BGIBMGA013581-PA pra146.5 nscaf3079 958719 959786 6 6.2
BGIBMGA013583-PA pra146.8 nscaf3079 895659 907038 6 6.2
BGIBMGA013585-PA pra146.14 nscaf3079 741618 753778 6 6.2
BGIBMGA013586-PA pra146.15 nscaf3079 717592 726726 6 6.2
BGIBMGA013587-PA pra146.16 nscaf3079 698072 704476 6 6.2
BGIBMGA013588-PA pra146.17 nscaf3079 679166 687651 6 6.2
BGIBMGA013589-PA pra146.19 nscaf3079 599331 606968 6 6.2
BGIBMGA013590-PA pra146.22 nscaf3079 564298 577490 6 6.2
BGIBMGA013591-PA pra146.25 nscaf3079 538675 544440 6 6.2
BGIBMGA013592-PA pra146.26 nscaf3079 529215 530252 6 6.2
BGIBMGA013593-PA pra926.4 nscaf3079 413558 430975 6 6.2
BGIBMGA013594-PA pra926.5 nscaf3079 401768 406597 6 6.2
BGIBMGA013597-PA pra206.82 nscaf3079 316154 327021 6 6.2
BGIBMGA013597-PA pra926.7 nscaf3079 316154 327021 6 6.2
BGIBMGA013598-PA pra926.10 nscaf3079 290900 293468 6 6.2
BGIBMGA013599-PA pra1233.14 nscaf3079 261412 265504 6 6.2
BGIBMGA013599-PA pra236.38 nscaf3079 261412 265504 6 6.2
BGIBMGA013600-PA pra926.12 nscaf3079 239819 256471 6 6.2
BGIBMGA013603-PA pra926.15 nscaf3079 124511 131212 6 6.2
BGIBMGA013604-PA pra926.16 nscaf3079 117842 121029 6 6.2
BGIBMGA013605-PA pra926.18 nscaf3079 98350 101482 6 6.2
BGIBMGA013608-PA pra41329.1 nscaf3079 78097 86621 6 6.2
BGIBMGA013608-PA pra7166.1 nscaf3079 78097 86621 6 6.2
BGIBMGA013608-PA pra926.19 nscaf3079 78097 86621 6 6.2
BGIBMGA013609-PA pra926.17 nscaf3079 102357 113044 6 6.2
BGIBMGA013610-PA pra926.14 nscaf3079 138072 140595 6 6.2
BGIBMGA013611-PA pra926.13 nscaf3079 143988 147195 6 6.2
BGIBMGA013612-PA pra926.11 nscaf3079 268451 280615 6 6.2
BGIBMGA013613-PA pra926.8 nscaf3079 299567 308469 6 6.2
BGIBMGA013613-PA pra926.9 nscaf3079 299567 308469 6 6.2
BGIBMGA013614-PA pra926.6 nscaf3079 380247 386923 6 6.2
BGIBMGA013616-PA pra146.30 nscaf3079 447359 474254 6 6.2
BGIBMGA013620-PA pra146.29 nscaf3079 516309 520962 6 6.2
BGIBMGA013622-PA pra146.27 nscaf3079 527783 528853 6 6.2
BGIBMGA013623-PA pra146.24 nscaf3079 545485 547982 6 6.2
BGIBMGA013624-PA pra146.23 nscaf3079 555845 563662 6 6.2
BGIBMGA013625-PA pra146.20 nscaf3079 588066 597994 6 6.2
BGIBMGA013625-PA pra146.21 nscaf3079 588066 597994 6 6.2
BGIBMGA013626-PA pra146.18 nscaf3079 607986 617999 6 6.2
BGIBMGA013629-PA pra1029.23 nscaf3079 835920 845104 6 6.2
BGIBMGA013629-PA pra146.12 nscaf3079 835920 845104 6 6.2
BGIBMGA013629-PA pra146.13 nscaf3079 835920 845104 6 6.2
BGIBMGA013629-PA pra482.24 nscaf3079 835920 845104 6 6.2
BGIBMGA013629-PA pra482.25 nscaf3079 835920 845104 6 6.2
